study,study_id,cohort,group,measure,units,n,timepoint,timepoint_mean,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_mean,inj_sd,inj_med,inj_iqr,inj_range,noninj_mean,noninj_sd,noninj_med,noninj_iqr,noninj_range,lsi_mean,lsi_sd,lsi_med,lsi_iqr,lsi_range,notes
Schwery 2022,#11399,Schwery 2022,Female,quad mvic 90,nm/kg,74,1,3.48,NA,NA,NA,0.57,3,1.47,0.41,NA,NA,NA,2.49,0.5,NA,NA,NA,60,14,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,Female,quad mvic 90,nm/kg,74,2,6.37,NA,NA,NA,0.61,3,1.9,0.45,NA,NA,NA,2.55,0.5,NA,NA,NA,75,16,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,Female,quad mvic 90,nm/kg,74,3,9.23,NA,NA,NA,0.64,3,2.23,0.54,NA,NA,NA,2.68,0.52,NA,NA,NA,84,16,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,quad isk con 60,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.6,20.3,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,quad isk con 60,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2,24.3,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,hs isk con 60,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,18.7,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,hs isk con 60,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.3,28.3,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,quad isk con 180,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9,20.4,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,quad isk con 180,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.1,24.9,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,hs isk con 180,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,26.9,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,ST Group,hs isk con 180,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.9,35.2,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,quad isk con 60,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.1,17.8,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,quad isk con 60,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,20.6,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,hs isk con 60,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,21.8,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,hs isk con 60,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.6,19,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,quad isk con 180,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,20.5,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,quad isk con 180,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.2,24.7,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,hs isk con 180,lsi,41,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,21.6,NA,NA,NA,NA
Sengoku 2022,#11409,Sengoku 2022,STG Group,hs isk con 180,lsi,41,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.2,24.6,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,Without ACL retear,hs isk con 60,NA,93,1,6,NA,NA,NA,NA,1,94.1,32.4,NA,NA,NA,100.8,32,NA,NA,NA,95,17.5,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,Without ACL retear,quad isk con 60,NA,93,1,6,NA,NA,NA,NA,1,137.2,50.6,NA,NA,NA,176.8,49.1,NA,NA,NA,81.8,32,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,Without ACL retear,hs isk con 180,NA,93,1,6,NA,NA,NA,NA,1,72.6,28.4,NA,NA,NA,79.4,27.1,NA,NA,NA,92.1,20.7,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,Without ACL retear,quad isk con 180,NA,93,1,6,NA,NA,NA,NA,1,106.9,40.2,NA,NA,NA,133.8,40.5,NA,NA,NA,80.4,22.4,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,With ACLR retear,hs isk con 60,NA,11,1,6,NA,NA,NA,NA,1,66.1,26.2,NA,NA,NA,90.8,27.4,NA,NA,NA,71.6,10.9,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,With ACLR retear,quad isk con 60,NA,11,1,6,NA,NA,NA,NA,1,87.8,46.6,NA,NA,NA,159,40.2,NA,NA,NA,53.4,20.6,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,With ACLR retear,hs isk con 180,NA,11,1,6,NA,NA,NA,NA,1,61.2,24.2,NA,NA,NA,71.4,31.9,NA,NA,NA,88.4,15.5,NA,NA,NA,NA
Severyns 2022,#11412,Severyns 2022,With ACLR retear,quad isk con 180,NA,11,1,6,NA,NA,NA,NA,1,79.5,37.3,NA,NA,NA,120.1,41.5,NA,NA,NA,65.5,19.6,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 180,lsi,2148,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,37,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 180,lsi,2148,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,25,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 180,lsi,2148,3,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,24,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 180,lsi,1480,4,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,20,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 60,lsi,2148,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,59,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 60,lsi,2148,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,39,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 60,lsi,2148,3,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,33,NA,NA,NA,NA
Shelbourne 2022,#11417,Shelbourne 2022,Group 1,quad isk con 60,lsi,1480,4,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,27,NA,NA,NA,NA
Slater 2022,#11437,Slater 2022,ACLR,quad mvic 90,nm/kg,42,1,21.9,NA,NA,NA,21.5,1,1.78,0.6,NA,NA,NA,NA,NA,NA,NA,NA,82,15,NA,NA,NA,NA
Slater 2022,#11437,Slater 2022,ACLR,quad isk con 180,nm/kg,42,1,21.9,NA,NA,NA,21.5,1,1.42,0.31,NA,NA,NA,NA,NA,NA,NA,NA,88,13,NA,NA,NA,NA
Slater 2022,#11437,Slater 2022,Healthy Control,quad mvic 90,nm/kg,38,1,21.9,NA,NA,NA,21.5,1,2.17,0.69,NA,NA,NA,NA,NA,NA,NA,NA,87,16,NA,NA,NA,NA
Slater 2022,#11437,Slater 2022,Healthy Control,quad isk con 180,nm/kg,38,1,21.9,NA,NA,NA,21.5,1,1.61,0.35,NA,NA,NA,NA,NA,NA,NA,NA,98,14,NA,NA,NA,NA
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,quad isk con 60,nm/kg,60,1,2.99,NA,NA,NA,0.23,3,151,51.38,NA,NA,NA,193,47.42,NA,NA,NA,78,15.81,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,quad isk con 60,nm/kg,60,2,6,NA,NA,NA,NA,3,168,55.33,NA,NA,NA,196,55.33,NA,NA,NA,86,13.83,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,quad isk con 60,nm/kg,54,3,12.2,NA,NA,NA,0.46,3,179,50.61,NA,NA,NA,198,50.61,NA,NA,NA,91,11.25,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,quad isk con 180,nm/kg,61,1,2.99,NA,NA,NA,0.23,3,107,33.87,NA,NA,NA,128,29.89,NA,NA,NA,82,15.94,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,quad isk con 180,nm/kg,60,2,6,NA,NA,NA,NA,3,118,33.59,NA,NA,NA,133,31.62,NA,NA,NA,88,11.86,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,quad isk con 180,nm/kg,53,3,12.2,NA,NA,NA,0.46,3,124,29.71,NA,NA,NA,135,29.71,NA,NA,NA,92,7.43,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,hs isk con 60,nm/kg,60,1,2.99,NA,NA,NA,0.23,3,89,27.66,NA,NA,NA,104,33.59,NA,NA,NA,86,17.78,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,hs isk con 60,nm/kg,60,2,6,NA,NA,NA,NA,3,101,29.64,NA,NA,NA,105,27.66,NA,NA,NA,96,11.86,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,hs isk con 60,nm/kg,54,3,12.2,NA,NA,NA,0.46,3,105,29.99,NA,NA,NA,112,28.12,NA,NA,NA,94,11.25,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,hs isk con 180,nm/kg,61,1,2.99,NA,NA,NA,0.23,3,69,21.92,NA,NA,NA,75,21.92,NA,NA,NA,92,19.92,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,hs isk con 180,nm/kg,50,2,6,NA,NA,NA,NA,3,77,21.74,NA,NA,NA,79,19.76,NA,NA,NA,98,9.88,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,hs isk con 180,nm/kg,53,3,12.2,NA,NA,NA,0.46,3,80,20.43,NA,NA,NA,84,20.43,NA,NA,NA,97,11.14,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,single hop,cm,34,2,6,NA,NA,NA,NA,3,107,32.72,NA,NA,NA,119,29.75,NA,NA,NA,90,11.9,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,single hop,cm,52,3,12.2,NA,NA,NA,0.46,3,118,40.47,NA,NA,NA,124,36.79,NA,NA,NA,95,11.04,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,triple crossover hop,cm,27,2,6,NA,NA,NA,NA,3,339,91.46,NA,NA,NA,349,99.89,NA,NA,NA,100,14.59,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,triple crossover hop,cm,48,3,12.2,NA,NA,NA,0.46,3,354,109.58,NA,NA,NA,363,101.79,NA,NA,NA,97,12.37,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,triple hop,cm,28,2,6,NA,NA,NA,NA,3,407,76.94,NA,NA,NA,426,79.64,NA,NA,NA,96,5.4,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,triple hop,cm,50,3,12.2,NA,NA,NA,0.46,3,407,102.82,NA,NA,NA,423,95.6,NA,NA,NA,96,7.22,NA,NA,NA,95%CI converted to sd
Sonesson 2021a,#10212,Sonesson 2021a,Group 1,6m timed hop,secs,27,2,6,NA,NA,NA,NA,3,2.52,0.81,NA,NA,NA,2.27,0.81,NA,NA,NA,94,11.93,NA,NA,NA,95%CI converted to sd
Straub 2022,#11470,Straub 2022,Total,quad mvic 60,lsi,434,1,6.6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,14,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Dominant,quad isk con 180,nm/kg,58,1,0.1,NA,NA,NA,NA,3,104.8,57,NA,NA,NA,195,51,NA,NA,NA,54,24.2,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Dominant,quad isk con 180,nm/kg,58,2,6,NA,NA,NA,NA,3,151.8,53,NA,NA,NA,213.1,57,NA,NA,NA,75,44.9,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Dominant,quad isk con 180,nm/kg,58,3,12,NA,NA,NA,NA,3,181.1,57,NA,NA,NA,222.9,57,NA,NA,NA,83.1,21.3,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Dominant,hs isk con 180,nm/kg,58,1,0.1,NA,NA,NA,NA,3,49.9,30,NA,NA,NA,91.5,27,NA,NA,NA,56.5,31.8,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Dominant,hs isk con 180,nm/kg,58,2,6,NA,NA,NA,NA,3,86.2,26,NA,NA,NA,106.3,33,NA,NA,NA,82.5,15.5,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Dominant,hs isk con 180,nm/kg,58,3,12,NA,NA,NA,NA,3,92.7,33,NA,NA,NA,110.2,36,NA,NA,NA,85.5,20.3,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Non-dominant,quad isk con 180,nm/kg,42,1,0.1,NA,NA,NA,NA,3,100.3,47,NA,NA,NA,195.2,50,NA,NA,NA,51.6,21.2,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Non-dominant,quad isk con 180,nm/kg,42,2,6,NA,NA,NA,NA,3,131.8,44,NA,NA,NA,222.5,54,NA,NA,NA,59.4,15.4,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Non-dominant,quad isk con 180,nm/kg,42,3,12,NA,NA,NA,NA,3,179.5,60,NA,NA,NA,224.8,58,NA,NA,NA,80,19.4,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Non-dominant,hs isk con 180,nm/kg,42,1,0.1,NA,NA,NA,NA,3,55.3,32,NA,NA,NA,101.4,27,NA,NA,NA,55,29.9,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Non-dominant,hs isk con 180,nm/kg,42,2,6,NA,NA,NA,NA,3,85.9,27,NA,NA,NA,109.2,29,NA,NA,NA,79.1,15.8,NA,NA,NA,NA
Suh 2021,#10237,Suh 2021,Non-dominant,hs isk con 180,nm/kg,42,3,12,NA,NA,NA,NA,3,88.7,24,NA,NA,NA,112.2,28,NA,NA,NA,79.7,14.1,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Male,quad isk con 60,nm/kg,10,1,10.4,NA,NA,NA,NA,1,216.38,45.56,NA,NA,NA,266.68,45.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Male,hs isk con 60,nm/kg,10,1,10.4,NA,NA,NA,NA,1,141.74,14.11,NA,NA,NA,140.41,20.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Male,quad mvic 30 hhd,%BM,10,1,10.4,NA,NA,NA,NA,1,41.1,7.35,NA,NA,NA,46.42,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Male,hs mvic 30 hhd prone,%BM,10,1,10.4,NA,NA,NA,NA,1,21.11,6.87,NA,NA,NA,25.99,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Male,hip abd hhd sidely,%BM,10,1,10.4,NA,NA,NA,NA,1,18.04,6.16,NA,NA,NA,15.99,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Female,quad isk con 60,nm/kg,8,1,10,NA,NA,NA,NA,1,158.97,53.95,NA,NA,NA,184.81,39.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Female,hs isk con 60,nm/kg,8,1,10,NA,NA,NA,NA,1,78.21,27.48,NA,NA,NA,86.1,23.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Female,quad mvic 30 hhd,%BM,8,1,10,NA,NA,NA,NA,1,27.32,10.98,NA,NA,NA,28.58,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Female,hs mvic 30 hhd prone,%BM,8,1,10,NA,NA,NA,NA,1,12.5,5.57,NA,NA,NA,16.87,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sullivan 2022,#11478,Sullivan 2022,Female,hip abd hhd sidely,%BM,8,1,10,NA,NA,NA,NA,1,14.4,4.56,NA,NA,NA,14.89,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suzuki 2022,#11485,Suzuki 2022,Group 1,quad mvic 90,lsi,78,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7,20.8,NA,NA,NA,NA
Suzuki 2022,#11485,Suzuki 2022,Group 1,hs mvic 90,lsi,78,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,19.9,NA,NA,NA,NA
Suzuki 2022,#11485,Suzuki 2022,Group 1,quad isk con 60,lsi,78,2,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2,15.9,NA,NA,NA,NA
Suzuki 2022,#11485,Suzuki 2022,Group 1,hs isk con 60,lsi,78,2,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,15.7,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Men,quad isk con 90,lsi,146,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2,16.1,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Men,quad isk con 180,lsi,146,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,15.1,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Men,single hop,lsi,146,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,12.4,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Men,triple hop,lsi,146,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,10.9,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Women,quad isk con 90,lsi,153,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,18.3,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Women,quad isk con 180,lsi,153,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8,17.3,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Women,single hop,lsi,153,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7,12.4,NA,NA,NA,NA
Thompson 2022,#11512,Thompson 2022,Women,triple hop,lsi,153,1,6.8,NA,NA,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,12.1,NA,NA,NA,NA
Ueda 2022,#11536,Ueda 2022,All patients,quad isk con 60,lsi,144,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,17.7,NA,NA,NA,NA
Ueda 2022,#11536,Ueda 2022,All patients,hs isk con 60,lsi,144,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6,13.8,NA,NA,NA,NA
Ueda 2022,#11536,Ueda 2022,All patients,single hop,lsi,144,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,7.9,NA,NA,NA,NA
Ueda 2021,#10279,Ueda 2021,Group 1,quad isk con 60,lsi,97,1,12.2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2,17,NA,NA,NA,NA
Ueda 2021,#10279,Ueda 2021,Group 1,hs isk con 60,lsi,97,1,12.2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7,13.2,NA,NA,NA,NA
Ueda 2021,#10279,Ueda 2021,Group 1,single hop,lsi,97,1,12.2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,7.9,NA,NA,NA,NA
Vijayan 2021a,#10300,Vijayan 2021a,Rigidfix,single hop,lsi,47,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.26,11.85,NA,NA,NA,NA
Vijayan 2021a,#10300,Vijayan 2021a,Rigidloop,single hop,lsi,48,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.19,13.65,NA,NA,NA,NA
Vijayan 2021b,#10302,Vijayan 2021b,Total,single hop,lsi,69,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.59,4.06,NA,NA,NA,NA
Walaszek 2022,#11576,Walaszek 2022,Both strong and symmetrical,quad mvic 90,nm/kg,26,1,6.2,NA,NA,NA,NA,1,3.61,0.44,NA,NA,NA,3.59,0.49,NA,NA,NA,101,7.2,NA,NA,NA,NA
Walaszek 2022,#11576,Walaszek 2022,Strong only,quad mvic 90,nm/kg,4,1,5.8,NA,NA,NA,NA,1,3.74,0.66,NA,NA,NA,4.33,0.73,NA,NA,NA,86.4,0.88,NA,NA,NA,NA
Walaszek 2022,#11576,Walaszek 2022,Symmetrical Only,quad mvic 90,nm/kg,30,1,6.1,NA,NA,NA,NA,1,2.41,0.41,NA,NA,NA,2.45,0.43,NA,NA,NA,98.7,6.6,NA,NA,NA,NA
Walaszek 2022,#11576,Walaszek 2022,Neither strong nor symmetrical,quad mvic 90,nm/kg,113,1,6,NA,NA,NA,NA,1,2.13,0.49,NA,NA,NA,3.06,0.59,NA,NA,NA,70.8,14.2,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA,quad isk con 60,nm/kg,47,1,0.1,NA,NA,NA,NA,2,141,59,NA,NA,NA,192,48,NA,NA,NA,73,26,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA,quad isk con 60,nm/kg,47,2,6,NA,NA,NA,NA,2,162,49,NA,NA,NA,203,46,NA,NA,NA,80,18,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA,hs isk con 60,nm/kg,47,1,0.1,NA,NA,NA,NA,2,102,41,NA,NA,NA,124,37,NA,NA,NA,83,27,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA,hs isk con 60,nm/kg,47,2,6,NA,NA,NA,NA,2,116,31,NA,NA,NA,136,30,NA,NA,NA,86,15,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA + pFNB,quad isk con 60,nm/kg,37,1,0.1,NA,NA,NA,NA,2,140,51,NA,NA,NA,185,46,NA,NA,NA,77,25,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA + pFNB,quad isk con 60,nm/kg,37,2,6,NA,NA,NA,NA,2,169,50,NA,NA,NA,206,47,NA,NA,NA,82,17,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA + pFNB,hs isk con 60,nm/kg,37,1,0.1,NA,NA,NA,NA,2,93.6,35,NA,NA,NA,120,34,NA,NA,NA,79,25,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,GA + pFNB,hs isk con 60,nm/kg,37,2,6,NA,NA,NA,NA,2,115,33,NA,NA,NA,136,32,NA,NA,NA,84,15,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal,quad isk con 60,nm/kg,169,1,0.1,NA,NA,NA,NA,2,150,52,NA,NA,NA,197,46,NA,NA,NA,77,20,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal,quad isk con 60,nm/kg,169,2,6,NA,NA,NA,NA,2,164,50,NA,NA,NA,206,47,NA,NA,NA,82,17,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal,hs isk con 60,nm/kg,169,1,0.1,NA,NA,NA,NA,2,107,35,NA,NA,NA,130,31,NA,NA,NA,83,22,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal,hs isk con 60,nm/kg,169,2,6,NA,NA,NA,NA,2,122,31,NA,NA,NA,139,39,NA,NA,NA,88,14,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal + pFNB,quad isk con 60,nm/kg,185,1,0.1,NA,NA,NA,NA,2,131,57,NA,NA,NA,180,43,NA,NA,NA,72,26,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal + pFNB,quad isk con 60,nm/kg,185,2,6,NA,NA,NA,NA,2,156,50,NA,NA,NA,194,41,NA,NA,NA,81,19,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal + pFNB,hs isk con 60,nm/kg,185,1,0.1,NA,NA,NA,NA,2,94.6,36,NA,NA,NA,121,27,NA,NA,NA,79,25,NA,NA,NA,NA
Wenning 2023,#11833,Wenning 2023,Spinal + pFNB,hs isk con 60,nm/kg,185,2,6,NA,NA,NA,NA,2,115,27,NA,NA,NA,133,26,NA,NA,NA,87,13,NA,NA,NA,NA
Zore 2021,#10390,Zore 2021,All,quad isk con 60,nm,63,1,0.1,NA,NA,NA,NA,2,161.8,58.2,NA,NA,NA,200.3,63.9,NA,NA,NA,82.4,19.3,NA,NA,NA,NA
Zore 2021,#10390,Zore 2021,All,quad isk con 60,nm,63,2,6,NA,NA,NA,NA,2,149.2,52.9,NA,NA,NA,198.8,57.5,NA,NA,NA,78.7,14.3,NA,NA,NA,NA
Zore 2021,#10390,Zore 2021,All,hs isk con 90,nm,63,1,0.1,NA,NA,NA,NA,2,120.1,36.3,NA,NA,NA,126.8,42,NA,NA,NA,96.9,19.2,NA,NA,NA,NA
